0.000000 0.000031
0.000098 0.164769
0.000195 0.324992
0.000293 0.476363
0.000391 0.614673
0.000488 0.736229
0.000586 0.837642
0.000684 0.916196
0.000781 0.969695
0.000879 0.996673
0.000977 0.996307
0.001074 0.968566
0.001172 0.914365
0.001270 0.835139
0.001367 0.733146
0.001465 0.611103
0.001563 0.472335
0.001660 0.320688
0.001758 0.160283
0.001855 -0.004547
0.001953 -0.169256
0.002051 -0.329295
0.002148 -0.480361
0.002246 -0.618274
0.002344 -0.739311
0.002441 -0.840114
0.002539 -0.918027
0.002637 -0.970794
0.002734 -0.997040
0.002832 -0.995911
0.002930 -0.967437
0.003027 -0.912503
0.003125 -0.832667
0.003223 -0.730033
0.003320 -0.607471
0.003418 -0.468337
0.003516 -0.316385
0.003613 -0.155797
0.003711 0.009095
0.003809 0.173742
0.003906 0.333598
0.004004 0.484329
0.004102 0.621845
0.004199 0.742363
0.004297 0.842586
0.004395 0.919797
0.004492 0.971862
0.004590 0.997375
0.004687 0.995483
0.004785 0.966277
0.004883 0.910642
0.004980 0.830134
0.005078 0.726920
0.005176 0.603870
0.005273 0.464309
0.005371 0.312052
0.005469 0.151280
0.005566 -0.013642
0.005664 -0.178228
0.005762 -0.337870
0.005859 -0.488327
0.005957 -0.625385
0.006055 -0.745384
0.006152 -0.845027
0.006250 -0.921567
0.006348 -0.972930
0.006445 -0.997711
0.006543 -0.995025
0.006641 -0.965087
0.006738 -0.908750
0.006836 -0.827601
0.006934 -0.723777
0.007031 -0.600238
0.007129 -0.460280
0.007227 -0.307718
0.007324 -0.146794
0.007422 0.018189
0.007520 0.182653
0.007617 0.342174
0.007715 0.492294
0.007812 0.628956
0.007910 0.748436
0.008008 0.847438
0.008105 0.923338
0.008203 0.973968
0.008301 0.997986
0.008398 0.994568
0.008496 0.963866
0.008594 0.906858
0.008691 0.825037
0.008789 0.720634
0.008887 0.596576
0.008984 0.456221
0.009082 0.303385
0.009180 0.142277
0.009277 -0.022736
0.009375 -0.187109
0.009473 -0.346446
0.009570 -0.496231
0.009668 -0.632466
0.009766 -0.751427
0.009863 -0.849849
0.009961 -0.925047
0.010059 -0.975005
0.010156 -0.998260
0.010254 -0.994079
0.010352 -0.962645
0.010449 -0.904904
0.010547 -0.822443
0.010645 -0.717490
0.010742 -0.592914
0.010840 -0.452162
0.010937 -0.299051
0.011035 -0.137761
0.011133 0.027284
0.011230 0.191595
0.011328 0.350688
0.011426 0.500198
0.011523 0.636006
0.011621 0.754418
0.011719 0.852260
0.011816 0.926786
0.011914 0.976012
0.012012 0.998535
0.012109 0.993591
0.012207 0.961425
0.012305 0.902982
0.012402 0.819849
0.012500 0.714316
0.012598 0.589251
0.012695 0.448103
0.012793 0.294717
0.012891 0.133274
0.012988 -0.031831
0.013086 -0.196051
0.013184 -0.354961
0.013281 -0.504105
0.013379 -0.639515
0.013477 -0.757408
0.013574 -0.854610
0.013672 -0.928495
0.013770 -0.976959
0.013867 -0.998749
0.013965 -0.993072
0.014062 -0.960143
0.014160 -0.900998
0.014258 -0.817225
0.014355 -0.711142
0.014453 -0.585559
0.014551 -0.444014
0.014648 -0.290353
0.014746 -0.128758
0.014844 0.036378
0.014941 0.200507
0.015039 0.359172
0.015137 0.508042
0.015234 0.642994
0.015332 0.760369
0.015430 0.856990
0.015527 0.930174
0.015625 0.977935
0.015723 0.998993
0.015820 0.992523
0.015918 0.958861
0.016016 0.899014
0.016113 0.814600
0.016211 0.707938
0.016309 0.581866
0.016406 0.439955
0.016504 0.285989
0.016602 0.124241
0.016699 -0.040925
0.016797 -0.204962
0.016895 -0.363414
0.016992 -0.511948
0.017090 -0.646474
0.017187 -0.763329
0.017285 -0.859310
0.017383 -0.931822
0.017480 -0.978881
0.017578 -0.999176
0.017676 -0.991943
0.017773 -0.957579
0.017871 -0.897031
0.017969 -0.811945
0.018066 -0.704703
0.018164 -0.578204
0.018262 -0.435865
0.018359 -0.281625
0.018457 -0.119724
0.018555 0.045473
0.018652 0.209418
0.018750 0.367656
0.018848 0.515854
0.018945 0.649953
0.019043 0.766259
0.019141 0.861629
0.019238 0.933470
0.019336 0.979797
0.019434 0.999359
0.019531 0.991363
0.019629 0.956236
0.019727 0.894986
0.019824 0.809290
0.019922 0.701468
0.020020 0.574480
0.020117 0.431745
0.020215 0.277261
0.020313 0.115207
0.020410 -0.050020
0.020508 -0.213874
0.020605 -0.371868
0.020703 -0.519761
0.020801 -0.653401
0.020898 -0.769158
0.020996 -0.863918
0.021094 -0.935087
0.021191 -0.980682
0.021289 -0.999481
0.021387 -0.990753
0.021484 -0.954894
0.021582 -0.892972
0.021680 -0.806604
0.021777 -0.698202
0.021875 -0.570757
0.021973 -0.427625
0.022070 -0.272897
0.022168 -0.110660
0.022266 0.054567
0.022363 0.218329
0.022461 0.376110
0.022559 0.523606
0.022656 0.656819
0.022754 0.772057
0.022852 0.866207
0.022949 0.936705
0.023047 0.981567
0.023145 0.999634
0.023242 0.990143
0.023340 0.953551
0.023438 0.890896
0.023535 0.803919
0.023633 0.694937
0.023730 0.567003
0.023828 0.423536
0.023926 0.268502
0.024023 0.106143
0.024121 -0.059114
0.024219 -0.222755
0.024316 -0.380322
0.024414 -0.527482
0.024512 -0.660268
0.024609 -0.774957
0.024707 -0.868496
0.024805 -0.938261
0.024902 -0.982421
0.025000 -0.999725
0.025098 -0.989502
0.025195 -0.952177
0.025293 -0.888821
0.025391 -0.801202
0.025488 -0.691671
0.025586 -0.563250
0.025684 -0.419446
0.025781 -0.264107
0.025879 -0.101627
0.025977 0.063662
0.026074 0.227210
0.026172 0.384533
0.026270 0.531327
0.026367 0.663656
0.026465 0.777825
0.026563 0.870724
0.026660 0.939848
0.026758 0.983276
0.026855 0.999817
0.026953 0.988830
0.027051 0.950774
0.027148 0.886715
0.027246 0.798456
0.027344 0.688375
0.027441 0.559496
0.027539 0.415296
0.027637 0.259713
0.027734 0.097079
0.027832 -0.068209
0.027930 -0.231635
0.028027 -0.388714
0.028125 -0.535173
0.028223 -0.667074
0.028320 -0.780663
0.028418 -0.872951
0.028516 -0.941374
0.028613 -0.984100
0.028711 -0.999908
0.028809 -0.988128
0.028906 -0.949339
0.029004 -0.884610
0.029102 -0.795709
0.029199 -0.685080
